ID_vehicule,type_vehicule,kilometrage_total,km_moyen_jour,nombre_vidanges,nb_freins_changes,jours_dernier_entretien,type_route,temperature_moyenne,bruit_moteur,vibration,temoin_moteur_allume,panne_dans_30_jours
V10824,VL,19406.0,138.8,2.0,1.0,366.0,autoroute,21.3,faible,1.0,0.0,0.0
V10825,PL,94207.0,31.9,9.0,0.0,176.0,autoroute,,aucun,1.0,0.0,0.0
V10826,VL,65256.0,66.1,7.0,0.0,10.0,rural,18.7,,0.0,0.0,1.0
V10827,VL,5013.0,7.9,0.0,0.0,40.0,autoroute,,aucun,0.0,0.0,1.0
V10828,VUL,27992.0,73.8,4.0,0.0,113.0,rural,19.2,élevé,0.0,0.0,1.0
V10829,VL,1480.0,46.3,,1.0,,autoroute,26.4,,0.0,0.0,0.0
V10830,VL,32781.0,108.1,4.0,0.0,193.0,urbain,14.7,faible,0.0,0.0,0.0
V10831,VL,54299.0,40.6,5.0,0.0,195.0,rural,2.4,aucun,,0.0,0.0
V10832,VL,6306.0,17.8,1.0,0.0,,rural,23.8,aucun,0.0,0.0,0.0
V10833,VL,17046.0,48.2,1.0,0.0,224.0,urbain,27.9,aucun,0.0,0.0,0.0
V10834,VL,25361.0,10.6,2.0,0.0,330.0,autoroute,23.6,aucun,0.0,0.0,1.0
V10835,VL,125994.0,78.8,12.0,3.0,322.0,autoroute,14.9,aucun,0.0,0.0,0.0
V10836,,249947.0,8.4,24.0,1.0,260.0,urbain,10.9,aucun,0.0,0.0,1.0
V10837,VL,2297.0,60.7,1.0,2.0,115.0,,24.0,faible,0.0,0.0,0.0
V10838,VL,71566.0,8.1,7.0,0.0,149.0,urbain,21.1,aucun,1.0,0.0,1.0
V10839,VUL,23238.0,52.0,2.0,2.0,117.0,autoroute,19.0,aucun,0.0,,
V10840,VL,24916.0,101.1,4.0,2.0,164.0,rural,34.6,aucun,0.0,0.0,0.0
V10841,VUL,70175.0,69.0,8.0,3.0,251.0,urbain,12.4,aucun,0.0,0.0,1.0
V10842,VL,125312.0,38.4,12.0,0.0,266.0,rural,34.2,aucun,0.0,0.0,0.0
V10843,PL,150723.0,59.2,15.0,2.0,43.0,urbain,20.3,aucun,0.0,0.0,1.0
V10844,VL,43033.0,60.5,5.0,0.0,180.0,autoroute,5.3,aucun,0.0,0.0,0.0
V10845,VL,22089.0,71.8,3.0,0.0,76.0,urbain,18.6,aucun,0.0,0.0,1.0
V10846,VL,77452.0,25.8,8.0,1.0,373.0,urbain,27.7,faible,0.0,0.0,1.0
V10847,PL,14450.0,74.8,,1.0,115.0,autoroute,17.1,faible,0.0,0.0,0.0
V10848,VL,41514.0,0.0,6.0,1.0,66.0,urbain,8.2,aucun,0.0,1.0,1.0
V10849,VL,,44.3,3.0,1.0,12.0,urbain,18.7,aucun,0.0,0.0,
V10850,VL,53447.0,47.8,5.0,1.0,91.0,urbain,13.1,,0.0,0.0,1.0
V10851,VUL,13748.0,75.8,1.0,0.0,245.0,urbain,23.9,aucun,0.0,0.0,
V10852,VL,10634.0,60.6,1.0,0.0,266.0,urbain,26.2,faible,1.0,0.0,1.0
V10853,PL,125197.0,24.9,12.0,0.0,138.0,autoroute,11.5,aucun,0.0,1.0,1.0
V10854,VL,5368.0,35.4,,0.0,340.0,autoroute,14.4,aucun,0.0,0.0,0.0
V10855,VL,35256.0,65.0,4.0,0.0,243.0,autoroute,26.1,aucun,0.0,1.0,1.0
V10856,VL,12477.0,58.0,2.0,0.0,340.0,autoroute,13.1,élevé,0.0,0.0,0.0
V10857,VL,1985.0,45.5,1.0,1.0,390.0,urbain,11.3,faible,0.0,0.0,0.0
V10858,VL,1834.0,48.0,0.0,0.0,,urbain,10.6,faible,0.0,0.0,1.0
V10859,VL,9632.0,77.4,0.0,2.0,303.0,,22.8,aucun,1.0,,0.0
V10860,VUL,100784.0,47.1,12.0,0.0,397.0,autoroute,22.5,aucun,0.0,0.0,1.0
V10861,VL,16597.0,,1.0,1.0,190.0,rural,14.5,aucun,0.0,0.0,0.0
V10862,VL,150247.0,114.2,16.0,1.0,96.0,urbain,20.0,aucun,,0.0,1.0
V10863,VL,43568.0,24.4,5.0,1.0,330.0,urbain,32.2,aucun,0.0,0.0,0.0
V10864,VL,28689.0,13.7,2.0,1.0,204.0,,12.2,aucun,0.0,0.0,1.0
V10865,,43385.0,79.6,5.0,1.0,136.0,rural,4.4,aucun,0.0,0.0,1.0
V10866,VL,36355.0,43.0,3.0,0.0,76.0,autoroute,23.6,,0.0,0.0,1.0
V10867,VL,71101.0,52.0,8.0,1.0,383.0,urbain,19.1,aucun,0.0,0.0,0.0
V10868,PL,16598.0,40.5,2.0,3.0,36.0,autoroute,14.3,aucun,0.0,0.0,0.0
V10869,PL,21774.0,53.5,4.0,5.0,285.0,urbain,25.2,aucun,0.0,0.0,0.0
V10870,VL,112260.0,100.0,,1.0,302.0,,26.7,aucun,0.0,0.0,0.0
V10871,VL,146363.0,80.1,16.0,1.0,134.0,autoroute,2.3,aucun,0.0,0.0,1.0
V10872,VUL,111540.0,81.6,12.0,0.0,,autoroute,14.8,aucun,0.0,0.0,
V10873,VL,27188.0,24.6,3.0,0.0,253.0,urbain,38.5,aucun,0.0,1.0,0.0
V10874,VL,75789.0,31.2,12.0,1.0,47.0,urbain,24.7,aucun,0.0,,0.0
V10875,VL,,0.0,4.0,1.0,254.0,urbain,25.4,aucun,0.0,0.0,0.0
V10876,VUL,34411.0,39.8,4.0,0.0,133.0,urbain,29.4,aucun,,0.0,0.0
V10877,VUL,11450.0,83.9,4.0,1.0,289.0,rural,20.1,aucun,1.0,0.0,0.0
V10878,VL,44717.0,72.9,,0.0,207.0,autoroute,26.4,aucun,0.0,0.0,1.0
V10879,VL,10298.0,54.5,2.0,0.0,100.0,urbain,25.7,aucun,0.0,0.0,0.0
V10880,VL,20140.0,59.4,3.0,0.0,45.0,,24.3,,0.0,0.0,0.0
V10881,VUL,96561.0,42.8,10.0,0.0,69.0,urbain,17.4,aucun,0.0,0.0,0.0
V10882,VL,11601.0,65.1,3.0,1.0,135.0,,21.4,aucun,0.0,0.0,0.0
V10883,VL,3690.0,79.1,0.0,1.0,279.0,,15.3,élevé,1.0,0.0,0.0
V10884,VUL,3575.0,19.6,0.0,0.0,66.0,urbain,20.1,faible,0.0,0.0,1.0
V10885,VL,141328.0,,15.0,1.0,3.0,urbain,10.7,élevé,0.0,0.0,1.0
V10886,VUL,35354.0,83.3,5.0,0.0,223.0,autoroute,13.7,aucun,0.0,0.0,0.0
V10887,,26331.0,49.6,3.0,1.0,0.0,rural,17.7,aucun,1.0,0.0,0.0
V10888,VL,83268.0,77.5,8.0,1.0,289.0,urbain,12.5,aucun,0.0,0.0,0.0
V10889,VL,90341.0,130.4,11.0,1.0,108.0,autoroute,16.0,aucun,1.0,0.0,1.0
V10890,VUL,20187.0,57.4,4.0,0.0,264.0,autoroute,18.7,élevé,0.0,0.0,0.0
V10891,PL,59146.0,69.8,5.0,2.0,62.0,rural,23.2,aucun,1.0,0.0,0.0
V10892,,73728.0,41.5,7.0,0.0,,rural,27.6,faible,0.0,0.0,0.0
V10893,,53159.0,64.5,,0.0,137.0,urbain,16.3,,0.0,1.0,
V10894,,8219.0,71.5,0.0,,43.0,rural,30.7,aucun,0.0,0.0,0.0
V10895,VL,104326.0,64.9,10.0,1.0,373.0,urbain,27.5,élevé,1.0,0.0,1.0
V10896,VL,38728.0,34.5,6.0,1.0,,urbain,24.0,faible,0.0,0.0,
V10897,PL,16597.0,65.2,1.0,0.0,215.0,,,élevé,0.0,0.0,0.0
V10898,,27689.0,96.6,4.0,1.0,120.0,urbain,22.6,faible,0.0,0.0,0.0
V10899,VL,1914.0,,1.0,,151.0,urbain,29.5,aucun,0.0,0.0,0.0
V10900,,,84.0,0.0,2.0,212.0,rural,29.8,aucun,0.0,0.0,0.0
V10901,VL,72524.0,54.1,,0.0,233.0,rural,30.7,élevé,0.0,0.0,1.0
V10902,VL,0.0,78.7,0.0,,350.0,,20.3,aucun,0.0,0.0,0.0
V10903,VL,26941.0,67.0,2.0,0.0,110.0,urbain,24.4,aucun,0.0,0.0,1.0
V10904,VL,36960.0,36.2,4.0,0.0,360.0,urbain,30.7,aucun,1.0,0.0,0.0
V10905,PL,2809.0,68.0,1.0,,319.0,autoroute,15.0,aucun,1.0,0.0,0.0
V10906,VUL,180740.0,35.2,18.0,1.0,221.0,urbain,17.5,aucun,0.0,0.0,1.0
V10907,VL,12817.0,44.2,2.0,1.0,225.0,autoroute,20.1,faible,0.0,0.0,1.0
V10908,VL,18134.0,64.7,1.0,0.0,209.0,urbain,27.2,aucun,0.0,0.0,0.0
V10909,VL,18116.0,67.4,4.0,0.0,395.0,rural,27.3,aucun,0.0,0.0,0.0
V10910,VL,13095.0,,1.0,1.0,70.0,urbain,18.2,faible,0.0,0.0,0.0
V10911,VL,73.0,86.3,1.0,1.0,359.0,rural,7.9,aucun,0.0,0.0,0.0
V10912,VUL,65345.0,74.3,7.0,0.0,88.0,autoroute,22.0,faible,0.0,0.0,1.0
V10913,VL,170328.0,,18.0,0.0,261.0,autoroute,12.7,aucun,,0.0,0.0
V10914,VL,12699.0,21.6,3.0,0.0,365.0,autoroute,8.1,élevé,0.0,0.0,0.0
V10915,VL,54390.0,56.4,8.0,1.0,187.0,urbain,9.9,aucun,0.0,0.0,0.0
V10916,VL,67719.0,48.9,,1.0,111.0,rural,22.6,aucun,0.0,1.0,1.0
V10917,PL,94333.0,62.8,11.0,1.0,238.0,urbain,30.9,faible,0.0,0.0,
V10918,VUL,27463.0,,4.0,0.0,255.0,rural,20.3,faible,0.0,0.0,0.0
V10919,VL,18043.0,9.8,1.0,,149.0,urbain,21.7,aucun,0.0,0.0,1.0
V10920,PL,19673.0,50.3,3.0,0.0,126.0,autoroute,29.5,élevé,0.0,1.0,0.0
V10921,VL,62347.0,52.4,7.0,0.0,391.0,autoroute,7.6,aucun,0.0,,1.0
V10922,PL,84853.0,75.8,9.0,3.0,318.0,urbain,24.2,élevé,0.0,0.0,0.0
V10923,VUL,10021.0,42.5,2.0,0.0,396.0,urbain,19.9,aucun,0.0,0.0,0.0
V10924,VL,23176.0,102.0,,2.0,273.0,,24.5,aucun,0.0,0.0,0.0
V10925,VL,116108.0,12.2,11.0,2.0,332.0,rural,16.1,aucun,0.0,,0.0
V10926,VL,82173.0,92.8,8.0,0.0,397.0,urbain,13.5,aucun,0.0,0.0,1.0
V10927,VL,209515.0,54.4,21.0,0.0,138.0,autoroute,21.1,aucun,0.0,0.0,0.0
V10928,VUL,70171.0,81.5,,0.0,102.0,rural,33.2,aucun,0.0,0.0,1.0
V10929,VL,24977.0,62.0,3.0,1.0,,rural,26.9,aucun,0.0,0.0,0.0
V10930,VL,44657.0,88.5,4.0,2.0,116.0,rural,15.9,aucun,0.0,,0.0
V10931,VUL,54089.0,50.3,,0.0,213.0,urbain,9.3,aucun,0.0,0.0,
V10932,PL,4085.0,32.5,1.0,3.0,16.0,autoroute,6.5,faible,0.0,0.0,0.0
V10933,VL,39317.0,95.5,5.0,0.0,178.0,rural,30.5,aucun,0.0,0.0,0.0
V10934,VL,61776.0,57.2,6.0,2.0,223.0,autoroute,12.4,faible,0.0,0.0,0.0
V10935,VL,9155.0,65.5,1.0,1.0,269.0,rural,17.4,élevé,0.0,0.0,1.0
V10936,VL,75850.0,,9.0,2.0,312.0,,,aucun,0.0,0.0,0.0
V10937,PL,43826.0,34.2,4.0,1.0,348.0,urbain,7.1,élevé,0.0,0.0,1.0
V10938,VL,152059.0,74.9,15.0,0.0,133.0,rural,31.9,aucun,1.0,0.0,1.0
V10939,VL,2167.0,,1.0,0.0,113.0,autoroute,18.0,aucun,0.0,0.0,1.0
V10940,VL,15416.0,56.7,2.0,0.0,131.0,autoroute,10.8,aucun,0.0,0.0,0.0
V10941,VL,46009.0,61.8,6.0,0.0,138.0,autoroute,18.0,aucun,0.0,1.0,0.0
V10942,VUL,17588.0,22.5,3.0,1.0,364.0,urbain,,faible,0.0,0.0,0.0
V10943,VUL,62662.0,40.5,7.0,0.0,231.0,autoroute,23.5,aucun,1.0,0.0,0.0
V10944,VL,71149.0,93.8,8.0,1.0,374.0,,14.8,aucun,0.0,0.0,0.0
V10945,VL,5407.0,82.2,,2.0,91.0,urbain,4.7,faible,0.0,0.0,0.0
V10946,VL,36062.0,58.4,6.0,0.0,266.0,autoroute,18.2,aucun,1.0,0.0,
V10947,PL,35554.0,66.1,5.0,1.0,98.0,urbain,9.1,aucun,0.0,0.0,0.0
V10948,PL,23044.0,52.6,3.0,0.0,,rural,21.6,aucun,0.0,0.0,0.0
V10949,VL,135097.0,93.9,13.0,0.0,,urbain,10.5,élevé,1.0,0.0,0.0
V10950,VUL,87869.0,55.0,8.0,0.0,369.0,autoroute,16.1,faible,0.0,0.0,1.0
V10951,VUL,59735.0,65.8,6.0,0.0,320.0,urbain,21.5,aucun,0.0,,0.0
V10952,VL,62645.0,88.7,8.0,0.0,92.0,urbain,18.3,aucun,0.0,0.0,0.0
V10953,PL,30968.0,40.6,4.0,0.0,157.0,urbain,22.0,aucun,1.0,0.0,0.0
V10954,VL,126911.0,99.0,12.0,1.0,359.0,urbain,25.4,aucun,1.0,0.0,0.0
V10955,VL,59305.0,21.7,7.0,0.0,,rural,10.7,,0.0,0.0,1.0
V10956,VL,65278.0,100.7,6.0,0.0,224.0,urbain,19.5,aucun,1.0,0.0,0.0
V10957,VL,98913.0,50.7,10.0,0.0,339.0,autoroute,-6.6,aucun,0.0,0.0,1.0
V10958,VL,16015.0,53.9,1.0,0.0,207.0,autoroute,22.0,élevé,0.0,0.0,0.0
V10959,VUL,82271.0,12.7,,0.0,72.0,autoroute,,faible,0.0,0.0,0.0
V10960,VL,10860.0,48.6,1.0,0.0,58.0,autoroute,12.1,aucun,0.0,0.0,0.0
V10961,VUL,21182.0,34.0,2.0,1.0,286.0,urbain,22.5,aucun,0.0,1.0,0.0
V10962,VL,20444.0,44.8,2.0,0.0,63.0,,29.4,aucun,0.0,0.0,0.0
V10963,VL,192044.0,56.6,20.0,0.0,255.0,rural,16.2,aucun,0.0,0.0,0.0
V10964,VL,97083.0,83.9,9.0,1.0,47.0,urbain,12.4,aucun,1.0,0.0,0.0
V10965,VL,60393.0,65.2,6.0,1.0,278.0,autoroute,21.3,aucun,0.0,0.0,1.0
V10966,VUL,64924.0,,7.0,0.0,197.0,urbain,9.3,faible,0.0,0.0,0.0
V10967,VL,41285.0,32.6,6.0,0.0,157.0,autoroute,14.7,élevé,1.0,0.0,0.0
V10968,VL,146958.0,38.0,15.0,1.0,310.0,urbain,29.8,,0.0,0.0,1.0
V10969,VL,34284.0,105.0,4.0,2.0,6.0,autoroute,20.5,aucun,0.0,0.0,1.0
V10970,VUL,23943.0,41.6,2.0,0.0,247.0,urbain,5.0,,0.0,0.0,0.0
V10971,PL,8898.0,101.4,0.0,,367.0,urbain,5.6,élevé,0.0,0.0,0.0
V10972,VUL,77137.0,53.9,8.0,0.0,231.0,autoroute,21.3,,0.0,0.0,1.0
V10973,VL,66296.0,60.1,6.0,1.0,105.0,urbain,26.9,aucun,0.0,0.0,0.0
V10974,VL,24254.0,86.8,4.0,0.0,97.0,autoroute,7.1,aucun,,0.0,1.0
V10975,VL,1275.0,91.8,0.0,0.0,,rural,23.6,faible,0.0,0.0,0.0
V10976,VL,91316.0,57.2,11.0,1.0,59.0,urbain,30.6,aucun,0.0,0.0,0.0
V10977,VL,574.0,50.3,1.0,1.0,307.0,autoroute,35.1,aucun,0.0,0.0,0.0
V10978,,60819.0,58.6,7.0,0.0,139.0,urbain,22.6,aucun,0.0,0.0,0.0
V10979,,,68.4,18.0,1.0,396.0,autoroute,24.1,faible,1.0,0.0,0.0
V10980,VL,28782.0,82.3,3.0,2.0,327.0,rural,2.9,aucun,0.0,0.0,0.0
V10981,VUL,13392.0,60.1,3.0,0.0,189.0,rural,36.8,faible,1.0,,0.0
V10982,,61017.0,75.5,8.0,1.0,124.0,urbain,15.4,aucun,0.0,0.0,1.0
V10983,VL,84948.0,,9.0,0.0,162.0,urbain,12.5,faible,0.0,0.0,1.0
V10984,VUL,39530.0,69.5,3.0,1.0,59.0,rural,18.0,,0.0,,0.0
V10985,VL,170615.0,67.8,17.0,1.0,30.0,,32.1,aucun,,0.0,1.0
V10986,VUL,2652.0,22.0,0.0,1.0,332.0,urbain,37.7,faible,0.0,0.0,0.0
V10987,VL,35139.0,0.0,3.0,0.0,75.0,rural,21.0,faible,1.0,0.0,0.0
V10988,VL,63372.0,69.7,7.0,1.0,242.0,rural,28.0,élevé,0.0,0.0,0.0
V10989,VUL,99257.0,57.6,11.0,0.0,316.0,urbain,20.3,aucun,0.0,1.0,1.0
V10990,VUL,9877.0,47.1,3.0,0.0,257.0,urbain,11.7,aucun,0.0,0.0,1.0
V10991,VUL,80472.0,66.1,8.0,1.0,189.0,urbain,31.8,aucun,0.0,0.0,0.0
V10992,VL,40227.0,58.5,8.0,3.0,376.0,urbain,15.0,aucun,0.0,0.0,1.0
V10993,VL,25254.0,88.2,3.0,0.0,314.0,urbain,32.3,faible,0.0,1.0,1.0
V10994,VL,7061.0,,0.0,1.0,295.0,urbain,30.4,aucun,0.0,0.0,
V10995,VL,100233.0,41.3,11.0,0.0,176.0,autoroute,24.9,aucun,0.0,1.0,1.0
V10996,PL,8555.0,84.8,2.0,0.0,287.0,autoroute,34.6,aucun,1.0,0.0,1.0
V10997,VL,18537.0,54.6,4.0,0.0,293.0,urbain,37.9,aucun,0.0,0.0,1.0
V10998,PL,17127.0,73.2,1.0,,347.0,urbain,18.6,élevé,0.0,0.0,0.0
V10999,VL,102557.0,48.1,11.0,0.0,206.0,autoroute,,aucun,0.0,0.0,
V11000,VL,55844.0,43.8,5.0,1.0,214.0,urbain,5.1,aucun,0.0,0.0,
V11001,VL,79649.0,62.1,8.0,0.0,343.0,autoroute,38.0,faible,0.0,0.0,1.0
V11002,PL,14415.0,60.3,2.0,0.0,140.0,,16.5,aucun,0.0,0.0,0.0
V11003,VUL,49024.0,72.0,6.0,1.0,84.0,rural,29.1,aucun,0.0,0.0,0.0
V11004,VUL,42401.0,53.3,4.0,2.0,181.0,urbain,14.1,aucun,0.0,0.0,1.0
V11005,VUL,89437.0,14.1,10.0,0.0,,autoroute,32.3,aucun,0.0,0.0,0.0
V11006,VUL,118269.0,49.2,11.0,0.0,127.0,autoroute,14.4,aucun,0.0,0.0,0.0
V11007,VUL,611.0,,0.0,,268.0,rural,10.5,aucun,0.0,0.0,0.0
V11008,VL,56045.0,52.6,8.0,1.0,38.0,rural,18.3,aucun,0.0,,1.0
V11009,VL,2661.0,53.8,1.0,0.0,22.0,urbain,15.7,aucun,0.0,0.0,0.0
V11010,VL,39798.0,84.7,3.0,2.0,241.0,urbain,24.8,aucun,0.0,0.0,0.0
V11011,PL,16958.0,42.2,2.0,0.0,365.0,autoroute,19.6,aucun,1.0,0.0,1.0
V11012,PL,18320.0,21.4,1.0,,106.0,autoroute,25.0,élevé,0.0,0.0,0.0
V11013,,21767.0,56.0,,0.0,347.0,rural,17.7,aucun,0.0,0.0,0.0
V11014,VUL,48549.0,47.9,7.0,0.0,,autoroute,14.7,faible,0.0,0.0,1.0
V11015,PL,20327.0,35.8,4.0,4.0,144.0,urbain,15.3,aucun,0.0,0.0,0.0
V11016,VL,65969.0,55.6,6.0,1.0,279.0,urbain,36.4,aucun,0.0,0.0,1.0
V11017,VL,25919.0,72.3,2.0,0.0,244.0,rural,21.8,aucun,1.0,0.0,0.0
V11018,PL,3540.0,59.8,,4.0,190.0,urbain,4.1,élevé,0.0,0.0,0.0
V11019,VL,76568.0,67.7,9.0,,289.0,rural,,aucun,0.0,0.0,0.0
V11020,VUL,16826.0,105.3,2.0,1.0,178.0,urbain,20.8,aucun,0.0,1.0,1.0
V11021,VL,28349.0,51.4,4.0,0.0,,autoroute,34.8,élevé,0.0,0.0,0.0
V11022,PL,57829.0,67.0,6.0,1.0,213.0,autoroute,28.2,faible,0.0,0.0,1.0
V11023,PL,20207.0,47.3,3.0,0.0,137.0,urbain,12.6,aucun,0.0,0.0,1.0
V11024,PL,2912.0,38.8,1.0,1.0,373.0,urbain,39.3,élevé,0.0,0.0,0.0
V11025,VL,,45.4,3.0,2.0,199.0,rural,19.8,faible,0.0,0.0,0.0
V11026,PL,144522.0,48.0,14.0,2.0,6.0,autoroute,30.0,aucun,0.0,0.0,0.0
V11027,VUL,51324.0,69.0,8.0,1.0,345.0,rural,10.8,aucun,0.0,0.0,0.0
V11028,VL,55657.0,118.7,8.0,0.0,12.0,urbain,0.8,aucun,0.0,0.0,
V11029,VUL,50021.0,42.1,8.0,1.0,79.0,urbain,8.7,aucun,0.0,0.0,0.0
V11030,VL,11094.0,49.6,1.0,0.0,285.0,urbain,-6.0,faible,0.0,0.0,1.0
V11031,VL,27092.0,58.4,3.0,,158.0,urbain,36.9,aucun,,0.0,1.0
V11032,VL,69503.0,69.9,6.0,2.0,388.0,autoroute,21.7,aucun,1.0,0.0,0.0
V11033,VL,5344.0,66.6,0.0,0.0,271.0,autoroute,12.6,faible,0.0,0.0,0.0
V11034,VL,16276.0,92.1,2.0,0.0,200.0,urbain,23.6,aucun,0.0,0.0,1.0
V11035,VUL,16170.0,0.0,2.0,0.0,149.0,urbain,21.5,élevé,0.0,0.0,0.0
V11036,VL,28283.0,0.3,2.0,0.0,,urbain,25.0,élevé,1.0,0.0,1.0
V11037,VUL,196531.0,47.6,19.0,1.0,292.0,autoroute,29.7,,0.0,0.0,1.0
V11038,VL,3494.0,87.4,0.0,0.0,333.0,rural,17.7,faible,0.0,0.0,1.0
V11039,VL,36563.0,20.9,5.0,1.0,271.0,rural,13.0,aucun,0.0,0.0,1.0
V11040,VL,9883.0,,1.0,1.0,42.0,urbain,26.6,aucun,0.0,0.0,0.0
V11041,VUL,176468.0,74.3,19.0,0.0,318.0,rural,26.4,aucun,0.0,0.0,1.0
V11042,VL,6012.0,66.1,2.0,2.0,14.0,urbain,20.8,aucun,,0.0,0.0
V11043,VUL,,32.7,3.0,2.0,247.0,urbain,37.4,aucun,0.0,0.0,
V11044,PL,66948.0,,8.0,2.0,,rural,16.5,aucun,0.0,0.0,
V11045,VUL,60963.0,35.8,6.0,1.0,217.0,rural,12.8,élevé,0.0,0.0,1.0
V11046,VL,27472.0,62.8,3.0,1.0,136.0,urbain,23.3,élevé,0.0,,
V11047,VL,21272.0,44.3,3.0,0.0,320.0,urbain,14.6,aucun,0.0,0.0,0.0
V11048,PL,25342.0,72.4,3.0,1.0,226.0,urbain,24.0,aucun,0.0,0.0,1.0
V11049,VL,15345.0,0.0,2.0,0.0,43.0,urbain,13.3,aucun,0.0,0.0,0.0
V11050,PL,11491.0,38.6,2.0,0.0,19.0,rural,16.8,faible,0.0,0.0,
V11051,VL,32989.0,31.8,5.0,0.0,118.0,autoroute,35.1,aucun,0.0,,0.0
V11052,PL,15635.0,53.6,3.0,3.0,233.0,urbain,16.8,aucun,0.0,0.0,1.0
V11053,VUL,16946.0,46.5,,1.0,367.0,urbain,13.6,aucun,0.0,0.0,0.0
V11054,,53465.0,79.9,7.0,2.0,378.0,urbain,29.4,aucun,0.0,0.0,0.0
V11055,VL,172947.0,13.5,17.0,1.0,335.0,rural,11.6,élevé,0.0,0.0,1.0
V11056,VUL,46271.0,61.1,4.0,2.0,355.0,urbain,14.5,aucun,0.0,,1.0
V11057,VL,4005.0,74.0,1.0,1.0,261.0,autoroute,24.6,aucun,0.0,0.0,1.0
V11058,VL,3929.0,106.4,2.0,0.0,82.0,urbain,27.5,faible,0.0,0.0,0.0
V11059,VUL,151230.0,,16.0,0.0,30.0,rural,29.8,faible,0.0,1.0,1.0
V11060,PL,,68.1,2.0,2.0,321.0,autoroute,14.0,faible,0.0,0.0,0.0
V11061,,4829.0,14.9,2.0,1.0,273.0,autoroute,24.8,aucun,0.0,1.0,1.0
V11062,VUL,45695.0,0.2,4.0,0.0,233.0,,16.3,aucun,0.0,0.0,0.0
V11063,VL,48861.0,81.1,5.0,1.0,27.0,autoroute,15.2,aucun,0.0,0.0,0.0
V11064,VL,52277.0,59.9,7.0,1.0,,autoroute,29.6,aucun,0.0,0.0,0.0
V11065,VUL,15557.0,89.5,2.0,1.0,323.0,urbain,15.6,aucun,0.0,0.0,1.0
V11066,VL,761.0,25.7,1.0,0.0,252.0,urbain,22.2,aucun,0.0,0.0,0.0
V11067,VL,167642.0,73.0,16.0,2.0,238.0,urbain,21.2,aucun,0.0,0.0,1.0
V11068,VL,14443.0,106.7,1.0,0.0,369.0,autoroute,11.4,élevé,0.0,1.0,0.0
V11069,VL,56354.0,70.5,6.0,0.0,313.0,autoroute,27.7,aucun,0.0,0.0,1.0
V11070,VL,61316.0,66.9,7.0,0.0,174.0,urbain,24.5,élevé,0.0,0.0,1.0
V11071,VL,47081.0,60.2,5.0,2.0,193.0,,4.1,aucun,1.0,0.0,1.0
V11072,VL,18764.0,20.7,,0.0,,autoroute,22.2,aucun,,0.0,0.0
V11073,VL,15810.0,93.9,2.0,1.0,384.0,autoroute,13.8,aucun,,0.0,
V11074,PL,45523.0,44.7,5.0,1.0,294.0,rural,28.8,faible,0.0,0.0,0.0
V11075,VL,100531.0,72.6,11.0,1.0,,autoroute,8.4,aucun,0.0,0.0,1.0
V11076,VL,146622.0,20.9,14.0,1.0,202.0,urbain,17.1,faible,1.0,0.0,0.0
V11077,VUL,5597.0,30.5,0.0,0.0,249.0,urbain,22.9,aucun,0.0,0.0,0.0
V11078,VL,8410.0,95.9,2.0,1.0,361.0,rural,20.4,élevé,0.0,0.0,0.0
V11079,PL,144781.0,51.3,14.0,1.0,256.0,urbain,26.1,aucun,0.0,0.0,0.0
V11080,VUL,66691.0,96.3,7.0,0.0,74.0,urbain,,faible,0.0,1.0,
V11081,VL,107276.0,58.0,12.0,2.0,343.0,autoroute,33.2,aucun,0.0,,1.0
V11082,VL,11321.0,14.0,1.0,1.0,201.0,autoroute,,faible,0.0,0.0,0.0
V11083,PL,44286.0,82.3,6.0,2.0,141.0,autoroute,30.9,aucun,0.0,0.0,1.0
V11084,PL,60388.0,45.3,7.0,2.0,205.0,urbain,27.0,aucun,0.0,,0.0
V11085,VL,56989.0,77.5,5.0,0.0,198.0,rural,19.9,élevé,0.0,,1.0
V11086,VUL,26225.0,60.6,2.0,1.0,170.0,urbain,9.7,aucun,0.0,,0.0
V11087,VL,775.0,21.4,0.0,1.0,315.0,urbain,15.5,aucun,0.0,0.0,0.0
V11088,PL,43724.0,64.1,6.0,5.0,227.0,rural,32.7,faible,0.0,0.0,0.0
V11089,VL,14591.0,114.9,1.0,1.0,385.0,urbain,31.1,aucun,0.0,0.0,1.0
V11090,PL,29914.0,72.3,3.0,1.0,178.0,urbain,15.0,aucun,0.0,0.0,0.0
V11091,VUL,158007.0,58.6,16.0,1.0,365.0,autoroute,-2.5,aucun,0.0,0.0,1.0
V11092,VUL,25460.0,86.9,3.0,0.0,274.0,urbain,18.3,faible,0.0,0.0,1.0
V11093,VL,91567.0,65.3,9.0,0.0,61.0,autoroute,17.7,aucun,0.0,0.0,1.0
V11094,VL,10446.0,65.2,1.0,1.0,326.0,,18.0,aucun,1.0,0.0,0.0
V11095,VL,55807.0,32.7,5.0,0.0,203.0,autoroute,24.2,faible,1.0,0.0,0.0
V11096,VL,188628.0,65.8,19.0,0.0,366.0,urbain,27.0,faible,0.0,0.0,1.0
V11097,VL,5373.0,85.9,0.0,3.0,132.0,rural,27.9,élevé,,0.0,0.0
V11098,VUL,417.0,39.1,0.0,0.0,71.0,urbain,23.6,faible,0.0,1.0,0.0
V11099,VL,28421.0,95.6,3.0,1.0,77.0,autoroute,5.6,,1.0,0.0,0.0
